[ 12-12-2012 @08:48:26 ] | DEBUG | (CityDbControl.java : 22) =>   =============INSERT NEW CITY DB OP==============
[ 17-12-2012 @23:14:54 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 17-12-2012 @23:14:54 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 17-12-2012 @23:14:54 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 17-12-2012 @23:15:50 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 17-12-2012 @23:15:50 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 17-12-2012 @23:15:50 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 17-12-2012 @23:16:08 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 17-12-2012 @23:16:08 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 17-12-2012 @23:16:08 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 17-12-2012 @23:16:24 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 17-12-2012 @23:16:24 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 17-12-2012 @23:16:24 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 17-12-2012 @23:16:43 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 17-12-2012 @23:16:43 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 17-12-2012 @23:16:43 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 17-12-2012 @23:17:11 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 17-12-2012 @23:17:11 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 17-12-2012 @23:17:11 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 17-12-2012 @23:17:30 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 17-12-2012 @23:17:30 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 17-12-2012 @23:17:30 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 17-12-2012 @23:17:58 ] | DEBUG | (CityDbControl.java : 80) =>   =============GET SPECIFIC CITY RECORD DB OP==============
[ 17-12-2012 @23:17:58 ] | DEBUG | (CityDbControl.java : 81) =>   ===========Currently in getCityRecord (DB) method===========
[ 17-12-2012 @23:17:58 ] | DEBUG | (CityDbControl.java : 104) =>   select with where clause statement execution success
[ 17-12-2012 @23:47:00 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 17-12-2012 @23:47:00 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 17-12-2012 @23:47:00 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 17-12-2012 @23:47:23 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 17-12-2012 @23:47:23 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 17-12-2012 @23:47:23 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @02:26:11 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @02:26:11 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @02:26:11 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @02:26:29 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @02:26:29 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @02:26:29 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @02:33:18 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @02:33:18 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @02:33:18 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @02:33:49 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @02:33:49 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @02:33:49 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @02:33:52 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @02:33:52 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @02:33:52 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @02:33:58 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @02:33:58 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @02:33:58 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @02:38:23 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @02:38:23 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @02:38:23 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @02:39:00 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @02:39:00 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @02:39:00 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @02:40:01 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @02:40:01 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @02:40:01 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @02:40:56 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @02:40:56 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @02:40:56 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @02:41:05 ] | DEBUG | (CityDbControl.java : 80) =>   =============GET SPECIFIC CITY RECORD DB OP==============
[ 18-12-2012 @02:41:05 ] | DEBUG | (CityDbControl.java : 81) =>   ===========Currently in getCityRecord (DB) method===========
[ 18-12-2012 @02:41:05 ] | DEBUG | (CityDbControl.java : 104) =>   select with where clause statement execution success
[ 18-12-2012 @02:41:12 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @02:41:12 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @02:41:12 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @02:42:11 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @02:42:11 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @02:42:11 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @02:42:56 ] | DEBUG | (CityDbControl.java : 144) =>   =============DELETE SPECIFIC CITY RECORD DB OP==============
[ 18-12-2012 @02:42:56 ] | DEBUG | (CityDbControl.java : 145) =>   ===========Currently in deleteCity (DB) method===========
[ 18-12-2012 @02:42:56 ] | DEBUG | (CityDbControl.java : 162) =>   delete statement execution success, rows affected: 1
[ 18-12-2012 @02:42:56 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @02:42:56 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @02:42:56 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @02:43:57 ] | DEBUG | (CityDbControl.java : 80) =>   =============GET SPECIFIC CITY RECORD DB OP==============
[ 18-12-2012 @02:43:57 ] | DEBUG | (CityDbControl.java : 81) =>   ===========Currently in getCityRecord (DB) method===========
[ 18-12-2012 @02:43:57 ] | DEBUG | (CityDbControl.java : 104) =>   select with where clause statement execution success
[ 18-12-2012 @02:47:58 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @02:47:58 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @02:47:58 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @02:48:58 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @02:48:58 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @02:48:58 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @02:49:13 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @02:49:13 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @02:49:13 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @02:51:25 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @02:51:25 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @02:51:25 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @02:53:41 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @02:53:41 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @02:53:41 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @02:53:44 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @02:53:44 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @02:53:44 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @02:54:35 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @02:54:35 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @02:54:35 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @02:54:54 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @02:54:54 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @02:54:54 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @02:55:07 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @02:55:07 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @02:55:07 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @02:55:29 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @02:55:29 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @02:55:29 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @02:55:59 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @02:55:59 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @02:55:59 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @02:56:19 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @02:56:19 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @02:56:19 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @02:56:45 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @02:56:45 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @02:56:45 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @02:57:13 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @02:57:13 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @02:57:13 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @03:04:33 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @03:04:33 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @03:04:33 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @03:04:35 ] | DEBUG | (CityDbControl.java : 80) =>   =============GET SPECIFIC CITY RECORD DB OP==============
[ 18-12-2012 @03:04:35 ] | DEBUG | (CityDbControl.java : 81) =>   ===========Currently in getCityRecord (DB) method===========
[ 18-12-2012 @03:04:35 ] | DEBUG | (CityDbControl.java : 104) =>   select with where clause statement execution success
[ 18-12-2012 @03:04:58 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @03:04:58 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @03:04:58 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @03:05:00 ] | DEBUG | (CityDbControl.java : 80) =>   =============GET SPECIFIC CITY RECORD DB OP==============
[ 18-12-2012 @03:05:00 ] | DEBUG | (CityDbControl.java : 81) =>   ===========Currently in getCityRecord (DB) method===========
[ 18-12-2012 @03:05:00 ] | DEBUG | (CityDbControl.java : 104) =>   select with where clause statement execution success
[ 18-12-2012 @03:05:26 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @03:05:26 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @03:05:26 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @03:05:48 ] | DEBUG | (CityDbControl.java : 80) =>   =============GET SPECIFIC CITY RECORD DB OP==============
[ 18-12-2012 @03:05:48 ] | DEBUG | (CityDbControl.java : 81) =>   ===========Currently in getCityRecord (DB) method===========
[ 18-12-2012 @03:05:48 ] | DEBUG | (CityDbControl.java : 104) =>   select with where clause statement execution success
[ 18-12-2012 @03:06:37 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @03:06:37 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @03:06:37 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @03:06:39 ] | DEBUG | (CityDbControl.java : 80) =>   =============GET SPECIFIC CITY RECORD DB OP==============
[ 18-12-2012 @03:06:39 ] | DEBUG | (CityDbControl.java : 81) =>   ===========Currently in getCityRecord (DB) method===========
[ 18-12-2012 @03:06:39 ] | DEBUG | (CityDbControl.java : 104) =>   select with where clause statement execution success
[ 18-12-2012 @03:06:53 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @03:06:53 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @03:06:53 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @03:06:54 ] | DEBUG | (CityDbControl.java : 80) =>   =============GET SPECIFIC CITY RECORD DB OP==============
[ 18-12-2012 @03:06:54 ] | DEBUG | (CityDbControl.java : 81) =>   ===========Currently in getCityRecord (DB) method===========
[ 18-12-2012 @03:06:54 ] | DEBUG | (CityDbControl.java : 104) =>   select with where clause statement execution success
[ 18-12-2012 @03:07:30 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @03:07:30 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @03:07:30 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @03:07:32 ] | DEBUG | (CityDbControl.java : 80) =>   =============GET SPECIFIC CITY RECORD DB OP==============
[ 18-12-2012 @03:07:32 ] | DEBUG | (CityDbControl.java : 81) =>   ===========Currently in getCityRecord (DB) method===========
[ 18-12-2012 @03:07:32 ] | DEBUG | (CityDbControl.java : 104) =>   select with where clause statement execution success
[ 18-12-2012 @03:07:58 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @03:07:58 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @03:07:58 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @03:08:00 ] | DEBUG | (CityDbControl.java : 80) =>   =============GET SPECIFIC CITY RECORD DB OP==============
[ 18-12-2012 @03:08:00 ] | DEBUG | (CityDbControl.java : 81) =>   ===========Currently in getCityRecord (DB) method===========
[ 18-12-2012 @03:08:00 ] | DEBUG | (CityDbControl.java : 104) =>   select with where clause statement execution success
[ 18-12-2012 @03:10:38 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @03:10:38 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @03:10:38 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @03:10:40 ] | DEBUG | (CityDbControl.java : 80) =>   =============GET SPECIFIC CITY RECORD DB OP==============
[ 18-12-2012 @03:10:40 ] | DEBUG | (CityDbControl.java : 81) =>   ===========Currently in getCityRecord (DB) method===========
[ 18-12-2012 @03:10:40 ] | DEBUG | (CityDbControl.java : 104) =>   select with where clause statement execution success
[ 18-12-2012 @03:20:22 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @03:20:22 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @03:20:22 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @03:20:23 ] | DEBUG | (CityDbControl.java : 80) =>   =============GET SPECIFIC CITY RECORD DB OP==============
[ 18-12-2012 @03:20:23 ] | DEBUG | (CityDbControl.java : 81) =>   ===========Currently in getCityRecord (DB) method===========
[ 18-12-2012 @03:20:23 ] | DEBUG | (CityDbControl.java : 104) =>   select with where clause statement execution success
[ 18-12-2012 @03:38:30 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @03:38:30 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @03:38:30 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @03:38:34 ] | DEBUG | (CityDbControl.java : 80) =>   =============GET SPECIFIC CITY RECORD DB OP==============
[ 18-12-2012 @03:38:34 ] | DEBUG | (CityDbControl.java : 81) =>   ===========Currently in getCityRecord (DB) method===========
[ 18-12-2012 @03:38:34 ] | DEBUG | (CityDbControl.java : 104) =>   select with where clause statement execution success
[ 18-12-2012 @03:42:16 ] | DEBUG | (CinemaDbControl.java : 62) =>   =============GET ALL CINEMA THEATRES DB OP==============
[ 18-12-2012 @03:42:16 ] | DEBUG | (CinemaDbControl.java : 63) =>   ===========Currently in getCinemaTheatres (DB) method===========
[ 18-12-2012 @03:42:16 ] | DEBUG | (CinemaDbControl.java : 92) =>   select statement execution success
[ 18-12-2012 @03:42:26 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @03:42:26 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @03:42:26 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @03:42:28 ] | DEBUG | (CityDbControl.java : 80) =>   =============GET SPECIFIC CITY RECORD DB OP==============
[ 18-12-2012 @03:42:28 ] | DEBUG | (CityDbControl.java : 81) =>   ===========Currently in getCityRecord (DB) method===========
[ 18-12-2012 @03:42:28 ] | DEBUG | (CityDbControl.java : 104) =>   select with where clause statement execution success
[ 18-12-2012 @11:43:46 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @11:43:46 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @11:43:46 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @11:43:52 ] | DEBUG | (CinemaDbControl.java : 62) =>   =============GET ALL CINEMA THEATRES DB OP==============
[ 18-12-2012 @11:43:52 ] | DEBUG | (CinemaDbControl.java : 63) =>   ===========Currently in getCinemaTheatres (DB) method===========
[ 18-12-2012 @11:43:52 ] | DEBUG | (CinemaDbControl.java : 92) =>   select statement execution success
[ 18-12-2012 @11:44:00 ] | DEBUG | (CinemaDbControl.java : 62) =>   =============GET ALL CINEMA THEATRES DB OP==============
[ 18-12-2012 @11:44:00 ] | DEBUG | (CinemaDbControl.java : 63) =>   ===========Currently in getCinemaTheatres (DB) method===========
[ 18-12-2012 @11:44:00 ] | DEBUG | (CinemaDbControl.java : 92) =>   select statement execution success
[ 18-12-2012 @11:44:19 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 18-12-2012 @11:44:19 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 18-12-2012 @11:44:19 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 18-12-2012 @11:44:25 ] | DEBUG | (CinemaDbControl.java : 62) =>   =============GET ALL CINEMA THEATRES DB OP==============
[ 18-12-2012 @11:44:25 ] | DEBUG | (CinemaDbControl.java : 63) =>   ===========Currently in getCinemaTheatres (DB) method===========
[ 18-12-2012 @11:44:25 ] | DEBUG | (CinemaDbControl.java : 92) =>   select statement execution success
[ 18-12-2012 @11:45:18 ] | DEBUG | (CinemaDbControl.java : 62) =>   =============GET ALL CINEMA THEATRES DB OP==============
[ 18-12-2012 @11:45:18 ] | DEBUG | (CinemaDbControl.java : 63) =>   ===========Currently in getCinemaTheatres (DB) method===========
[ 18-12-2012 @11:45:18 ] | DEBUG | (CinemaDbControl.java : 92) =>   select statement execution success
[ 18-12-2012 @11:46:26 ] | DEBUG | (CinemaDbControl.java : 99) =>   =============GET SPECIFIC CINEMA RECORD DB OP==============
[ 18-12-2012 @11:46:26 ] | DEBUG | (CinemaDbControl.java : 100) =>   ===========Currently in getCinemaRecord (DB) method===========
[ 18-12-2012 @11:46:26 ] | DEBUG | (CinemaDbControl.java : 129) =>   select with where clause statement execution success
[ 18-12-2012 @11:46:35 ] | DEBUG | (CinemaDbControl.java : 136) =>   =============SET SPECIFIC CINEMA RECORD DB OP==============
[ 18-12-2012 @11:46:35 ] | DEBUG | (CinemaDbControl.java : 137) =>   ===========Currently in setCinemaRecord (DB) method===========
[ 18-12-2012 @11:46:35 ] | DEBUG | (CinemaDbControl.java : 171) =>   update statement execution success, rows affected: 1
[ 18-12-2012 @11:46:35 ] | DEBUG | (CinemaDbControl.java : 62) =>   =============GET ALL CINEMA THEATRES DB OP==============
[ 18-12-2012 @11:46:35 ] | DEBUG | (CinemaDbControl.java : 63) =>   ===========Currently in getCinemaTheatres (DB) method===========
[ 18-12-2012 @11:46:35 ] | DEBUG | (CinemaDbControl.java : 92) =>   select statement execution success
[ 18-12-2012 @11:46:43 ] | DEBUG | (CinemaDbControl.java : 99) =>   =============GET SPECIFIC CINEMA RECORD DB OP==============
[ 18-12-2012 @11:46:43 ] | DEBUG | (CinemaDbControl.java : 100) =>   ===========Currently in getCinemaRecord (DB) method===========
[ 18-12-2012 @11:46:43 ] | DEBUG | (CinemaDbControl.java : 129) =>   select with where clause statement execution success
[ 18-12-2012 @11:46:48 ] | DEBUG | (CinemaDbControl.java : 136) =>   =============SET SPECIFIC CINEMA RECORD DB OP==============
[ 18-12-2012 @11:46:48 ] | DEBUG | (CinemaDbControl.java : 137) =>   ===========Currently in setCinemaRecord (DB) method===========
[ 18-12-2012 @11:46:48 ] | DEBUG | (CinemaDbControl.java : 171) =>   update statement execution success, rows affected: 1
[ 18-12-2012 @11:46:48 ] | DEBUG | (CinemaDbControl.java : 62) =>   =============GET ALL CINEMA THEATRES DB OP==============
[ 18-12-2012 @11:46:48 ] | DEBUG | (CinemaDbControl.java : 63) =>   ===========Currently in getCinemaTheatres (DB) method===========
[ 18-12-2012 @11:46:48 ] | DEBUG | (CinemaDbControl.java : 92) =>   select statement execution success
[ 18-12-2012 @11:47:34 ] | DEBUG | (CinemaDbControl.java : 62) =>   =============GET ALL CINEMA THEATRES DB OP==============
[ 18-12-2012 @11:47:34 ] | DEBUG | (CinemaDbControl.java : 63) =>   ===========Currently in getCinemaTheatres (DB) method===========
[ 18-12-2012 @11:47:34 ] | DEBUG | (CinemaDbControl.java : 92) =>   select statement execution success
[ 18-12-2012 @11:48:24 ] | DEBUG | (CinemaDbControl.java : 62) =>   =============GET ALL CINEMA THEATRES DB OP==============
[ 18-12-2012 @11:48:24 ] | DEBUG | (CinemaDbControl.java : 63) =>   ===========Currently in getCinemaTheatres (DB) method===========
[ 18-12-2012 @11:48:24 ] | DEBUG | (CinemaDbControl.java : 92) =>   select statement execution success
[ 18-12-2012 @11:49:13 ] | DEBUG | (CinemaDbControl.java : 62) =>   =============GET ALL CINEMA THEATRES DB OP==============
[ 18-12-2012 @11:49:13 ] | DEBUG | (CinemaDbControl.java : 63) =>   ===========Currently in getCinemaTheatres (DB) method===========
[ 18-12-2012 @11:49:13 ] | DEBUG | (CinemaDbControl.java : 92) =>   select statement execution success
[ 18-12-2012 @11:49:31 ] | DEBUG | (CinemaDbControl.java : 62) =>   =============GET ALL CINEMA THEATRES DB OP==============
